	PFAM	variable	value
3557	Not In PFAM	WNN_ef	0.008264462809917356
3558	In PFAM	WNN_ef	0.006503442999234889
3559	In PFAM	WNN_ef	0.005370569280343717
3560	Not In PFAM	WNN_ef	0.06567933032839665
3561	Not In PFAM	WNN_ef	0.019161056447436563
3562	In PFAM	WNN_ef	0.006024096385542169
3563	In PFAM	WNN_ef	0.005942432683379757
3564	In PFAM	WNN_ef	0.003698084581831974
3565	In PFAM	WNN_ef	0.007397383852052323
3566	Not In PFAM	WNN_ef	0.00551844321812373
3567	In PFAM	WNN_ef	0.012345679012345678
3568	In PFAM	WNN_ef	0.0
3569	In PFAM	WNN_ef	0.0008064516129032258
3570	In PFAM	WNN_ef	0.16958041958041958
3571	In PFAM	WNN_ef	0.013039934800325998
3572	In PFAM	WNN_ef	0.0018726591760299626
3573	Not In PFAM	WNN_ef	0.013949433304272014
3574	In PFAM	WNN_ef	0.008793969849246231
3575	In PFAM	WNN_ef	0.0078125
3576	Not In PFAM	WNN_ef	0.04647256438969765
3577	Not In PFAM	WNN_ef	0.021965952773201538
3578	Not In PFAM	WNN_ef	0.0061236987140232705
3579	Not In PFAM	WNN_ef	0.012431626056688214
3580	In PFAM	WNN_ef	0.00047562425683709875
3581	Not In PFAM	WNN_ef	0.0
3582	Not In PFAM	WNN_ef	0.006960556844547564
3583	Not In PFAM	WNN_ef	0.002145922746781116
3584	Not In PFAM	WNN_ef	0.0
3585	Not In PFAM	WNN_ef	0.0
3586	In PFAM	WNN_ef	0.0009871668311944716
3587	In PFAM	WNN_ef	0.0036630036630036634
3588	Not In PFAM	WNN_ef	0.04312938816449348
3589	Not In PFAM	WNN_ef	0.0041666666666666675
3590	Not In PFAM	WNN_ef	0.0024630541871921183
3591	Not In PFAM	WNN_ef	0.03598014888337469
3592	Not In PFAM	WNN_ef	0.016976556184316895
3593	Not In PFAM	WNN_ef	0.009551800146950772
3594	Not In PFAM	WNN_ef	0.033156498673740056
3595	Not In PFAM	WNN_ef	0.006235011990407675
3596	In PFAM	WNN_ef	0.0007102272727272727
3597	In PFAM	WNN_ef	0.0007849293563579277
3598	Not In PFAM	WNN_ef	0.013294797687861272
3599	Not In PFAM	WNN_ef	0.045763760049474335
3600	In PFAM	WNN_ef	0.0013734167556844193
3601	In PFAM	WNN_ef	0.0010894941634241246
3602	Not In PFAM	WNN_ef	0.015151515151515154
3603	In PFAM	WNN_ef	0.004269854824935952
3604	In PFAM	WNN_ef	0.002385599653003687
3605	In PFAM	WNN_ef	0.0031240237425804443
3606	In PFAM	WNN_ef	0.0029784065524944155
3607	Not In PFAM	WNN_ef	0.0016411378555798686
3608	In PFAM	WNN_ef	0.0103973264017824
3609	In PFAM	WNN_ef	0.0012998266897746966
3610	In PFAM	WNN_ef	0.0007968127490039841
3611	In PFAM	WNN_ef	0.008354755784061696
3612	In PFAM	WNN_ef	0.041596212377409535
3613	In PFAM	WNN_ef	0.006666666666666667
3614	In PFAM	WNN_ef	0.010121457489878544
3615	In PFAM	WNN_ef	0.0967032967032967
3616	In PFAM	WNN_ef	0.003421727972626176
3617	In PFAM	WNN_ef	0.007751937984496123
3618	Not In PFAM	WNN_ef	0.015186028853454818
3619	Not In PFAM	WNN_ef	0.00830188679245283
3620	In PFAM	WNN_ef	0.0022033364809568774
3621	In PFAM	WNN_ef	0.0
3622	In PFAM	WNN_ef	0.01596351197263398
3623	Not In PFAM	WNN_ef	0.027860696517412936
3624	Not In PFAM	WNN_ef	0.005462615227039946
3625	In PFAM	WNN_ef	0.00727802037845706
3626	Not In PFAM	WNN_ef	0.0
3627	Not In PFAM	WNN_ef	0.0016666666666666668
3628	Not In PFAM	WNN_ef	0.008036739380022962
3629	Not In PFAM	WNN_ef	0.003009027081243731
3630	Not In PFAM	WNN_ef	0.003952569169960474
3631	In PFAM	WNN_ef	0.003246753246753247
3632	In PFAM	WNN_ef	0.0034612964128382627
3633	Not In PFAM	WNN_ef	0.006329113924050633
3634	Not In PFAM	WNN_ef	0.009195402298850576
3635	In PFAM	WNN_ef	0.005994005994005994
3636	Not In PFAM	WNN_ef	0.0
3637	Not In PFAM	WNN_ef	0.0
3638	Not In PFAM	WNN_ef	0.0
3639	In PFAM	WNN_ef	0.015706806282722512
3640	In PFAM	WNN_ef	0.0208105147864184
3641	In PFAM	WNN_ef	0.004415011037527594
3642	Not In PFAM	WNN_ef	0.007819287576020852
3643	Not In PFAM	WNN_ef	0.0014210601108426886
3644	Not In PFAM	WNN_ef	0.0010966005383311734
3645	Not In PFAM	WNN_ef	0.00411522633744856
3646	Not In PFAM	WNN_ef	0.005829082960341418
3647	Not In PFAM	WNN_ef	0.0011160714285714283
3648	Not In PFAM	WNN_ef	0.010344827586206895
3649	Not In PFAM	WNN_ef	0.0622568093385214
3650	Not In PFAM	WNN_ef	0.003076923076923077
3651	Not In PFAM	WNN_ef	0.004098360655737704
3652	Not In PFAM	WNN_ef	0.0065897858319604605
3653	In PFAM	WNN_ef	0.0033875338753387536
3654	Not In PFAM	WNN_ef	0.0018091361374943465
3655	Not In PFAM	WNN_ef	0.002911208151382824
3656	Not In PFAM	WNN_ef	0.0018214936247723133
3657	Not In PFAM	WNN_ef	0.018518518518518517
3658	Not In PFAM	WNN_ef	0.0017605633802816902
3659	Not In PFAM	WNN_ef	0.0
3660	Not In PFAM	WNN_ef	0.0036057692307692314
3661	In PFAM	WNN_ef	0.0004842615012106538
3662	In PFAM	WNN_ef	0.0010621348911311736
3663	Not In PFAM	WNN_ef	0.0
3664	Not In PFAM	WNN_ef	0.011363636363636364
3665	In PFAM	WNN_ef	0.04111111111111111
3666	In PFAM	WNN_ef	0.04824561403508772
3667	In PFAM	WNN_ef	0.006627218934911243
3668	In PFAM	WNN_ef	0.04345088161209068
3669	Not In PFAM	WNN_ef	0.0
3670	In PFAM	WNN_ef	0.00468421902762074
3671	Not In PFAM	WNN_ef	0.07314725697786333
3672	Not In PFAM	WNN_ef	0.046065259117082535
3673	Not In PFAM	WNN_ef	0.02838499184339315
3674	Not In PFAM	WNN_ef	0.06680647094068304
3675	Not In PFAM	WNN_ef	0.043936279547790336
3676	In PFAM	WNN_ef	0.15753060138371475
3677	In PFAM	WNN_ef	0.0256136606189968
3678	Not In PFAM	WNN_ef	0.009940357852882704
3679	Not In PFAM	WNN_ef	0.006726457399103139
3680	Not In PFAM	WNN_ef	0.0029411764705882357
3681	Not In PFAM	WNN_ef	0.01624695369618196
3682	Not In PFAM	WNN_ef	0.0023446658851113715
3683	Not In PFAM	WNN_ef	0.01644398766700925
3684	Not In PFAM	WNN_ef	0.0004935834155972358
3685	In PFAM	WNN_ef	0.0
3686	In PFAM	WNN_ef	0.02972972972972973
3687	Not In PFAM	WNN_ef	0.005192107995846314
3688	Not In PFAM	WNN_ef	0.00104384133611691
3689	Not In PFAM	WNN_ef	0.0
3690	In PFAM	WNN_ef	0.004123711340206186
3691	Not In PFAM	WNN_ef	0.003821656050955414
3692	Not In PFAM	WNN_ef	0.022234372152360123
3693	Not In PFAM	WNN_ef	0.009643201542912249
3694	In PFAM	WNN_ef	0.006183745583038869
3695	Not In PFAM	WNN_ef	0.07825052067836953
3696	Not In PFAM	WNN_ef	0.01564185544768069
3697	Not In PFAM	WNN_ef	0.07073434125269977
3698	Not In PFAM	WNN_ef	0.0007959671000265323
3699	Not In PFAM	WNN_ef	0.0031645569620253164
3700	In PFAM	WNN_ef	0.0
3701	In PFAM	WNN_ef	0.003290375651220181
3702	Not In PFAM	WNN_ef	0.007829181494661922
3703	Not In PFAM	WNN_ef	0.060090309135116364
3704	Not In PFAM	WNN_ef	0.0
3705	Not In PFAM	WNN_ef	0.001736111111111111
3706	Not In PFAM	WNN_ef	0.01206896551724138
3707	Not In PFAM	WNN_ef	0.021825396825396824
3708	Not In PFAM	WNN_ef	0.0
3709	In PFAM	WNN_ef	0.0046218487394957975
3710	In PFAM	WNN_ef	0.0
3711	In PFAM	WNN_ef	0.007418397626112759
3712	Not In PFAM	WNN_ef	0.021956087824351298
3713	In PFAM	WNN_ef	0.012605042016806723
3714	Not In PFAM	WNN_ef	0.0
3715	Not In PFAM	WNN_ef	0.0027548209366391185
3716	Not In PFAM	WNN_ef	0.0011534025374855825
3717	Not In PFAM	WNN_ef	0.0
3718	Not In PFAM	WNN_ef	0.007440476190476191
3719	In PFAM	WNN_ef	0.09876543209876544
3720	Not In PFAM	WNN_ef	0.0
3721	Not In PFAM	WNN_ef	0.0
3722	Not In PFAM	WNN_ef	0.00695364238410596
3723	In PFAM	WNN_ef	0.06534272901985906
3724	In PFAM	WNN_ef	0.01609657947686117
3725	Not In PFAM	WNN_ef	0.003539823008849557
3726	Not In PFAM	WNN_ef	0.07973251028806584
3727	Not In PFAM	WNN_ef	0.01534100383525096
3728	Not In PFAM	WNN_ef	0.0
3729	Not In PFAM	WNN_ef	0.0
3730	Not In PFAM	WNN_ef	0.05707491082045185
3731	Not In PFAM	WNN_ef	0.21875
3732	Not In PFAM	WNN_ef	0.003465888361911711
3733	Not In PFAM	WNN_ef	0.10292164674634796
3734	Not In PFAM	WNN_ef	0.025142857142857144
3735	Not In PFAM	WNN_ef	0.009174311926605505
3736	Not In PFAM	WNN_ef	0.0013623978201634875
3737	Not In PFAM	WNN_ef	0.007774538386783284
3738	In PFAM	WNN_ef	0.0011904761904761904
3739	In PFAM	WNN_ef	0.004159085001299714
3740	Not In PFAM	WNN_ef	0.011094253745495922
3741	Not In PFAM	WNN_ef	0.004087193460490463
3742	Not In PFAM	WNN_ef	0.0017167381974248926
3743	Not In PFAM	WNN_ef	0.004919184820801124
3744	Not In PFAM	WNN_ef	0.0
3745	Not In PFAM	WNN_ef	0.001016260162601626
3746	In PFAM	WNN_ef	0.0018738288569643974
3747	Not In PFAM	WNN_ef	0.00598802395209581
3748	Not In PFAM	WNN_ef	0.0
3749	Not In PFAM	WNN_ef	0.0
3750	Not In PFAM	WNN_ef	0.0018315018315018317
3751	Not In PFAM	WNN_ef	0.0012690355329949238
3752	In PFAM	WNN_ef	0.0
3753	Not In PFAM	WNN_ef	0.0018018018018018016
3754	In PFAM	WNN_ef	0.00332667997338656
3755	Not In PFAM	WNN_ef	0.002207325049051668
3756	In PFAM	WNN_ef	0.031884057971014484
3757	In PFAM	WNN_ef	0.0014970059880239524
3758	In PFAM	WNN_ef	0.001718213058419244
3759	In PFAM	WNN_ef	0.0005938242280285036
3760	In PFAM	WNN_ef	0.033576642335766425
3761	Not In PFAM	WNN_ef	0.0014450867052023119
3762	Not In PFAM	WNN_ef	0.008081896551724137
3763	In PFAM	WNN_ef	0.0
3764	Not In PFAM	WNN_ef	0.008823529411764706
3765	Not In PFAM	WNN_ef	0.008379888268156423
3766	Not In PFAM	WNN_ef	0.001693480101608806
3767	Not In PFAM	WNN_ef	0.002150537634408602
3768	In PFAM	WNN_ef	0.018118466898954702
3769	Not In PFAM	WNN_ef	0.0
3770	Not In PFAM	WNN_ef	0.015779092702169626
3771	Not In PFAM	WNN_ef	0.014205833459271571
3772	In PFAM	WNN_ef	0.001013285296104481
3773	In PFAM	WNN_ef	0.004293893129770993
3774	In PFAM	WNN_ef	0.0011123470522803112
3775	In PFAM	WNN_ef	0.006486486486486486
3776	In PFAM	WNN_ef	0.0012300123001230013
3777	Not In PFAM	WNN_ef	0.0013908205841446453
3778	Not In PFAM	WNN_ef	0.0006234413965087283
3779	Not In PFAM	WNN_ef	0.0019595035924232533
3780	Not In PFAM	WNN_ef	0.002621231979030144
3781	Not In PFAM	WNN_ef	0.00902061855670103
3782	Not In PFAM	WNN_ef	0.004273504273504274
3783	Not In PFAM	WNN_ef	0.004764740917212627
3784	Not In PFAM	WNN_ef	0.0024024024024024023
3785	Not In PFAM	WNN_ef	0.0003878975950349108
3786	Not In PFAM	WNN_ef	0.002167316861725184
3787	Not In PFAM	WNN_ef	0.008922880815806247
3788	Not In PFAM	WNN_ef	0.003229278794402584
3789	Not In PFAM	WNN_ef	0.0015655577299412914
3790	In PFAM	WNN_ef	0.004280363830925628
3791	In PFAM	WNN_ef	0.0008616975441619991
3792	Not In PFAM	WNN_ef	0.0
3793	Not In PFAM	WNN_ef	0.0
3794	Not In PFAM	WNN_ef	0.02150965943039235
3795	Not In PFAM	WNN_ef	0.004796559708898446
3796	Not In PFAM	WNN_ef	0.02023212045169385
3797	Not In PFAM	WNN_ef	0.00234375
3798	Not In PFAM	WNN_ef	0.11847065158858372
3799	Not In PFAM	WNN_ef	0.013292617208550387
3800	In PFAM	WNN_ef	0.003601440576230492
3801	Not In PFAM	WNN_ef	0.020922570016474462
3802	Not In PFAM	WNN_ef	0.014964788732394362
3803	Not In PFAM	WNN_ef	0.002074688796680498
3804	Not In PFAM	WNN_ef	0.005025125628140704
3805	Not In PFAM	WNN_ef	0.005752636625119847
3806	Not In PFAM	WNN_ef	0.0
3807	Not In PFAM	WNN_ef	0.003009781790820165
3808	Not In PFAM	WNN_ef	0.006915629322268326
3809	Not In PFAM	WNN_ef	0.0015015015015015015
3810	Not In PFAM	WNN_ef	0.0015105740181268882
3811	Not In PFAM	WNN_ef	0.0016742770167427702
3812	Not In PFAM	WNN_ef	0.007687379884689301
3813	In PFAM	WNN_ef	0.0003892565200467108
3814	Not In PFAM	WNN_ef	0.002360717658168083
3815	Not In PFAM	WNN_ef	0.00033624747814391386
3816	Not In PFAM	WNN_ef	0.017271157167530225
3817	Not In PFAM	WNN_ef	0.00251098556183302
3818	Not In PFAM	WNN_ef	0.023047375160051217
3819	Not In PFAM	WNN_ef	0.0
3820	Not In PFAM	WNN_ef	0.0029791459781529296
3821	Not In PFAM	WNN_ef	0.008333333333333333
3822	Not In PFAM	WNN_ef	0.0
3823	Not In PFAM	WNN_ef	0.0008756567425569178
3824	In PFAM	WNN_ef	0.03176620076238882
3825	In PFAM	WNN_ef	0.0011895321173671688
3826	Not In PFAM	WNN_ef	0.0027972027972027968
3827	In PFAM	WNN_ef	0.0036205648081100647
3828	In PFAM	WNN_ef	0.0
3829	Not In PFAM	WNN_ef	0.0033444816053511705
3830	Not In PFAM	WNN_ef	0.0020100502512562816
3831	Not In PFAM	WNN_ef	0.0008110300081103001
3832	Not In PFAM	WNN_ef	0.013628620102214651
3833	Not In PFAM	WNN_ef	0.0034667507091081
3834	In PFAM	WNN_ef	0.0062370062370062365
3835	Not In PFAM	WNN_ef	0.008097165991902834
3836	Not In PFAM	WNN_ef	0.005755395683453238
3837	Not In PFAM	WNN_ef	0.0015873015873015873
3838	Not In PFAM	WNN_ef	0.02568218298555377
3839	In PFAM	WNN_ef	0.001964636542239685
3840	In PFAM	WNN_ef	0.0041258380608561115
3841	Not In PFAM	WNN_ef	0.005494505494505495
3842	Not In PFAM	WNN_ef	0.030920590302178495
3843	Not In PFAM	WNN_ef	0.01879699248120301
3844	Not In PFAM	WNN_ef	0.0018744142455482664
3845	In PFAM	WNN_ef	0.13526970954356846
3846	In PFAM	WNN_ef	0.0006830601092896175
3847	Not In PFAM	WNN_ef	0.014008620689655173
3848	Not In PFAM	WNN_ef	0.009345794392523364
3849	In PFAM	WNN_ef	0.0025188916876574307
3850	Not In PFAM	WNN_ef	0.0008431703204047218
3851	Not In PFAM	WNN_ef	0.005244755244755245
3852	Not In PFAM	WNN_ef	0.00558659217877095
3853	In PFAM	WNN_ef	0.0005991611743559018
3854	Not In PFAM	WNN_ef	0.011276681433749495
3855	In PFAM	WNN_ef	0.0053452441971150325
3856	Not In PFAM	WNN_ef	0.011261261261261259
3857	Not In PFAM	WNN_ef	0.001126126126126126
3858	Not In PFAM	WNN_ef	0.003703703703703704
3859	Not In PFAM	WNN_ef	0.0
3860	Not In PFAM	WNN_ef	0.0024717514124293787
3861	Not In PFAM	WNN_ef	0.0012175324675324675
3862	In PFAM	WNN_ef	0.0
3863	In PFAM	WNN_ef	0.005471956224350204
3864	Not In PFAM	WNN_ef	0.0042458747466949725
3865	Not In PFAM	WNN_ef	0.007757199650926014
3866	Not In PFAM	WNN_ef	0.014190317195325543
3867	Not In PFAM	WNN_ef	0.0223463687150838
3868	Not In PFAM	WNN_ef	0.007677543186180422
3869	Not In PFAM	WNN_ef	0.015321154979375369
3870	Not In PFAM	WNN_ef	0.0024958402662229612
3871	Not In PFAM	WNN_ef	0.02261904761904762
3872	In PFAM	WNN_ef	0.0
3873	In PFAM	WNN_ef	0.013299784327821713
3874	In PFAM	WNN_ef	0.0050568900126422255
3875	Not In PFAM	WNN_ef	0.30346820809248554
3876	Not In PFAM	WNN_ef	0.012863534675615212
3877	Not In PFAM	WNN_ef	0.006355932203389831
3878	In PFAM	WNN_ef	0.0035304501323918797
3879	In PFAM	WNN_ef	0.0
3880	In PFAM	WNN_ef	0.006638503319251659
3881	In PFAM	WNN_ef	0.0099009900990099
3882	In PFAM	WNN_ef	0.0
3883	Not In PFAM	WNN_ef	0.0
3884	In PFAM	WNN_ef	0.001366120218579235
3885	Not In PFAM	WNN_ef	0.0031512605042016808
3886	In PFAM	WNN_ef	0.0133071223347951
3887	Not In PFAM	WNN_ef	0.01660079051383399
3888	Not In PFAM	WNN_ef	0.0
3889	Not In PFAM	WNN_ef	0.001463057790782736
3890	Not In PFAM	WNN_ef	0.0
3891	Not In PFAM	WNN_ef	0.0
3892	Not In PFAM	WNN_ef	0.005747126436781609
3893	Not In PFAM	WNN_ef	0.0035169988276670576
3894	In PFAM	WNN_ef	0.0
3895	In PFAM	WNN_ef	0.003908431044109436
3896	Not In PFAM	WNN_ef	0.0024762690879075525
3897	In PFAM	WNN_ef	0.011623080116230802
3898	In PFAM	WNN_ef	0.006875
3899	Not In PFAM	WNN_ef	0.006329113924050633
3900	In PFAM	WNN_ef	0.007438016528925621
3901	In PFAM	WNN_ef	0.002564102564102564
3902	In PFAM	WNN_ef	0.011299435028248588
3903	Not In PFAM	WNN_ef	0.0018796992481203009
3904	In PFAM	WNN_ef	0.0
3905	In PFAM	WNN_ef	0.0009861932938856016
3906	In PFAM	WNN_ef	0.0036496350364963507
3907	Not In PFAM	WNN_ef	0.0012682308180088776
3908	Not In PFAM	WNN_ef	0.008290816326530613
3909	Not In PFAM	WNN_ef	0.003115264797507788
3910	Not In PFAM	WNN_ef	0.003182030884417408
3911	In PFAM	WNN_ef	0.0044906641455920585
3912	Not In PFAM	WNN_ef	0.002325581395348837
3913	Not In PFAM	WNN_ef	0.002861230329041488
3914	Not In PFAM	WNN_ef	0.00129366106080207
3915	In PFAM	WNN_ef	0.0009157509157509159
3916	Not In PFAM	WNN_ef	0.003094378545642084
3917	Not In PFAM	WNN_ef	0.0004649000464900047
3918	Not In PFAM	WNN_ef	0.002727768685215494
3919	In PFAM	WNN_ef	0.0
3920	In PFAM	WNN_ef	0.0
3921	In PFAM	WNN_ef	0.0024549918166939444
3922	In PFAM	WNN_ef	0.0035714285714285718
3923	Not In PFAM	WNN_ef	0.012408759124087593
3924	Not In PFAM	WNN_ef	0.0072273324572930345
3925	In PFAM	WNN_ef	0.002419842710223836
3926	In PFAM	WNN_ef	0.0
3927	In PFAM	WNN_ef	0.0
3928	In PFAM	WNN_ef	0.04229195088676671
3929	In PFAM	WNN_ef	0.00048100048100048096
3930	Not In PFAM	WNN_ef	0.0023166023166023165
3931	Not In PFAM	WNN_ef	0.0
3932	Not In PFAM	WNN_ef	0.0019569471624266144
3933	In PFAM	WNN_ef	0.02773467804499612
3934	In PFAM	WNN_ef	0.0019125029882859192
3935	In PFAM	WNN_ef	0.004306969459671104
3936	In PFAM	WNN_ef	0.003869541182974019
3937	Not In PFAM	WNN_ef	0.05218855218855219
3938	Not In PFAM	WNN_ef	0.005151688609044075
3939	Not In PFAM	WNN_ef	0.0028632784538296352
3940	Not In PFAM	WNN_ef	0.014126394052044609
3941	Not In PFAM	WNN_ef	0.006871035940803382
3942	In PFAM	WNN_ef	0.0
3943	In PFAM	WNN_ef	0.001023541453428864
3944	In PFAM	WNN_ef	0.0009233610341643582
3945	Not In PFAM	WNN_ef	0.00234192037470726
3946	Not In PFAM	WNN_ef	0.008097165991902834
3947	In PFAM	WNN_ef	0.0028855402372555306
3948	In PFAM	WNN_ef	0.002588996763754045
3949	In PFAM	WNN_ef	0.0030796304443466787
3950	In PFAM	WNN_ef	0.003789673140691616
3951	Not In PFAM	WNN_ef	0.0040687620791374215
3952	In PFAM	WNN_ef	0.1935417523652818
3953	Not In PFAM	WNN_ef	0.0136327817178881
3954	Not In PFAM	WNN_ef	0.00314825414997138
3955	In PFAM	WNN_ef	0.0023923444976076554
3956	Not In PFAM	WNN_ef	0.001124859392575928
3957	In PFAM	WNN_ef	0.0
3958	In PFAM	WNN_ef	0.0107421875
3959	In PFAM	WNN_ef	0.2966549951575654
3960	In PFAM	WNN_ef	0.0024390243902439024
3961	In PFAM	WNN_ef	0.0
3962	In PFAM	WNN_ef	0.0
3963	In PFAM	WNN_ef	0.0
3964	In PFAM	WNN_ef	0.007131537242472266
3965	In PFAM	WNN_ef	0.013521457965902409
3966	In PFAM	WNN_ef	0.008347245409015025
3967	Not In PFAM	WNN_ef	0.1471821145784816
3968	Not In PFAM	WNN_ef	0.029864253393665163
3969	Not In PFAM	WNN_ef	0.029542097488921712
3970	Not In PFAM	WNN_ef	0.025032938076416336
3971	In PFAM	WNN_ef	0.0022333891680625354
3972	In PFAM	WNN_ef	0.0
3973	Not In PFAM	WNN_ef	0.009794319294809013
3974	Not In PFAM	WNN_ef	0.002790697674418605
3975	Not In PFAM	WNN_ef	0.005686433793663688
3976	Not In PFAM	WNN_ef	0.005050505050505051
3977	Not In PFAM	WNN_ef	0.025835866261398176
3978	In PFAM	WNN_ef	0.007117437722419929
3979	In PFAM	WNN_ef	0.0
3980	Not In PFAM	WNN_ef	0.016713091922005572
3981	Not In PFAM	WNN_ef	0.006825938566552901
3982	In PFAM	WNN_ef	0.09015777610818933
3983	Not In PFAM	WNN_ef	0.0036101083032490976
3984	Not In PFAM	WNN_ef	0.0
3985	Not In PFAM	WNN_ef	0.08620689655172414
3986	In PFAM	WNN_ef	0.002679169457468185
3987	Not In PFAM	WNN_ef	0.004411764705882353
3988	In PFAM	WNN_ef	0.07831149927219798
3989	In PFAM	WNN_ef	0.003461405330564209
3990	In PFAM	WNN_ef	0.08928571428571429
3991	In PFAM	WNN_ef	0.02130841121495327
3992	In PFAM	WNN_ef	0.04349269588313413
3993	In PFAM	WNN_ef	0.0
3994	Not In PFAM	WNN_ef	0.0016778523489932886
3995	In PFAM	WNN_ef	0.003706823925863522
3996	Not In PFAM	WNN_ef	0.0025393600812595226
3997	Not In PFAM	WNN_ef	0.004219409282700422
3998	In PFAM	WNN_ef	0.002129925452609159
3999	Not In PFAM	WNN_ef	0.00422832980972516
4000	Not In PFAM	WNN_ef	0.001985440105890139
4001	Not In PFAM	WNN_ef	0.006651884700665189
4002	Not In PFAM	WNN_ef	0.004909983633387889
4003	Not In PFAM	WNN_ef	0.0015444015444015446
4004	Not In PFAM	WNN_ef	0.0006269592476489029
4005	Not In PFAM	WNN_ef	0.005380476556495004
4006	Not In PFAM	WNN_ef	0.07370393504059962
4007	In PFAM	WNN_ef	0.009291521486643438
4008	Not In PFAM	WNN_ef	0.0014316392269148176
4009	In PFAM	WNN_ef	0.002148997134670487
4010	In PFAM	WNN_ef	0.003469812630117973
4011	In PFAM	WNN_ef	0.004524886877828055
4012	Not In PFAM	WNN_ef	0.014473684210526316
4013	In PFAM	WNN_ef	0.010456273764258554
4014	In PFAM	WNN_ef	0.0025278058645096056
4015	In PFAM	WNN_ef	0.036259541984732815
4016	Not In PFAM	WNN_ef	0.02376137512639029
4017	Not In PFAM	WNN_ef	0.22304283604135894
4018	Not In PFAM	WNN_ef	0.06296296296296296
4019	Not In PFAM	WNN_ef	0.002296738631143776
4020	Not In PFAM	WNN_ef	0.009361233480176213
4021	Not In PFAM	WNN_ef	0.026423957721667644
4022	Not In PFAM	WNN_ef	0.0033670033670033673
4023	In PFAM	WNN_ef	0.0008275862068965517
4024	In PFAM	WNN_ef	0.004537384099427895
4025	Not In PFAM	WNN_ef	0.00022794620469569185
4026	Not In PFAM	WNN_ef	0.0008064516129032258
4027	Not In PFAM	WNN_ef	0.0008828073273008168
4028	In PFAM	WNN_ef	0.0008917954815695602
4029	Not In PFAM	WNN_ef	0.003901170351105332
4030	Not In PFAM	WNN_ef	0.0014814814814814814
4031	In PFAM	WNN_ef	0.0006808510638297872
4032	In PFAM	WNN_ef	0.0028430345653149783
4033	Not In PFAM	WNN_ef	0.008982035928143712
4034	Not In PFAM	WNN_ef	0.06641366223908918
4035	Not In PFAM	WNN_ef	0.0017931858936043035
4036	Not In PFAM	WNN_ef	0.001761338617349185
4037	Not In PFAM	WNN_ef	0.003183446080382013
4038	Not In PFAM	WNN_ef	0.005604857543204111
4039	Not In PFAM	WNN_ef	0.006421232876712328
4040	In PFAM	WNN_ef	0.0009737098344693283
4041	Not In PFAM	WNN_ef	0.047183098591549295
4042	Not In PFAM	WNN_ef	0.0036630036630036634
4043	Not In PFAM	WNN_ef	0.008741258741258742
4044	Not In PFAM	WNN_ef	0.02219835302542069
4045	Not In PFAM	WNN_ef	0.0029239766081871343
4046	Not In PFAM	WNN_ef	0.007431874483897605
4047	In PFAM	WNN_ef	0.0043140638481449535
4048	Not In PFAM	WNN_ef	0.0103708359522313
4049	Not In PFAM	WNN_ef	0.0022371364653243847
4050	Not In PFAM	WNN_ef	0.0
4051	In PFAM	WNN_ef	0.002150537634408602
4052	In PFAM	WNN_ef	0.0016515276630883564
4053	Not In PFAM	WNN_ef	0.0
4054	Not In PFAM	WNN_ef	0.003654970760233918
4055	Not In PFAM	WNN_ef	0.024861878453038676
4056	In PFAM	WNN_ef	0.0
4057	In PFAM	WNN_ef	0.0011587485515643105
4058	Not In PFAM	WNN_ef	0.09602194787379972
4059	Not In PFAM	WNN_ef	0.01936619718309859
4060	Not In PFAM	WNN_ef	0.001201923076923077
4061	In PFAM	WNN_ef	0.0013764624913971096
4062	Not In PFAM	WNN_ef	0.004594180704441043
4063	Not In PFAM	WNN_ef	0.01444043321299639
4064	Not In PFAM	WNN_ef	0.001160092807424594
4065	Not In PFAM	WNN_ef	0.038596491228070184
4066	Not In PFAM	WNN_ef	0.00992063492063492
4067	Not In PFAM	WNN_ef	0.012858555885262116
4068	Not In PFAM	WNN_ef	0.005813953488372093
4069	In PFAM	WNN_ef	0.001890359168241966
4070	In PFAM	WNN_ef	0.021231422505307854
4071	In PFAM	WNN_ef	0.009510869565217392
4072	In PFAM	WNN_ef	0.0032546786004882017
4073	In PFAM	WNN_ef	0.002014775016789792
4074	In PFAM	WNN_ef	0.0008726003490401396
4075	Not In PFAM	WNN_ef	0.0008849557522123895
4076	Not In PFAM	WNN_ef	0.0017590149516270891
4077	Not In PFAM	WNN_ef	0.03160040774719674
4078	Not In PFAM	WNN_ef	0.01282051282051282
4079	In PFAM	WNN_ef	0.009027081243731194
4080	In PFAM	WNN_ef	0.048087431693989074
4081	In PFAM	WNN_ef	0.013173652694610778
4082	In PFAM	WNN_ef	0.007374631268436578
4083	In PFAM	WNN_ef	0.0017094017094017096
4084	In PFAM	WNN_ef	0.0
4085	In PFAM	WNN_ef	0.006570302233902759
4086	In PFAM	WNN_ef	0.004798464491362764
4087	Not In PFAM	WNN_ef	0.0043859649122807015
4088	Not In PFAM	WNN_ef	0.012067578439259857
4089	Not In PFAM	WNN_ef	0.0810938236680811
4090	Not In PFAM	WNN_ef	0.039377289377289376
4091	Not In PFAM	WNN_ef	0.002373887240356083
4092	In PFAM	WNN_ef	0.0006618133686300463
4093	In PFAM	WNN_ef	0.0012942191544434854
4094	Not In PFAM	WNN_ef	0.002296211251435132
4095	In PFAM	WNN_ef	0.13728963684676704
4096	In PFAM	WNN_ef	0.004848484848484849
