	ID	Edit_type	Effect	WN_ef	WNN_ef	WN_dp	WNN_dp
89729	Dpe16:21832537	Neural	Intron	0.17857142857142858	0.07407407407407407	56	27
89730	Dpe16:21832538	Neural	Intron	0.18181818181818185	0.1153846153846154	55	26
89731	Dpe16:21832544	Ubiq-Med	Intron	0.16363636363636366	0.12	55	25
89732	Dpe16:21832547	Ubiq-High	Intron	0.8301886792452831	0.7391304347826086	53	23
89733	Dpe16:21832551	Ubiq-Med	Intron	0.1206896551724138	0.1153846153846154	58	26
89734	Dpe16:21832557	Neural	Intron	0.1724137931034483	0.08	58	25
89735	Dpe16:21832563	Ubiq-Med	Intron	0.09523809523809523	0.08695652173913042	63	23
89736	Dpe16:21832569	Neural	Intron	0.2058823529411765	0.08695652173913042	68	23
89737	Dpe16:21832570	Neural	Intron	0.17647058823529413	0.08695652173913042	68	23
89739	Dpe16:21832986	Neural	Intron	0.08108108108108109	0.01694915254237288	148	59
89740	Dpe16:21833011	Ubiq-Med	Intron	0.3467741935483871	0.3	124	50
89741	Dpe16:21833068	Ubiq-Med	Intron	0.06818181818181818	0.06382978723404255	132	47
89742	Dpe16:21833642	Ubiq-Low	Intron	0.03763440860215054	0.022222222222222227	186	45
89744	Dpe16:21833646	Ubiq-Med	Intron	0.12941176470588234	0.21052631578947367	170	38
89745	Dpe16:21833703	Neural	Intron	0.2222222222222222	0.11904761904761905	225	42
89746	Dpe16:21834621	Neural	Intron	0.12903225806451613	0.08333333333333333	62	12
89747	Dpe16:21834624	Ubiq-Med	Intron	0.13846153846153847	0.15384615384615385	65	13
89748	Dpe16:21834631	Ubiq-Med	Intron	0.078125	0.05882352941176471	64	17
89749	Dpe16:21834633	Ubiq-High	Intron	0.9516129032258064	0.9411764705882352	62	17
89750	Dpe16:21834645	Ubiq-Med	Intron	0.4545454545454545	0.3636363636363637	66	22
89751	Dpe16:21834817	Ubiq-Med	Intron	0.5151515151515151	0.42424242424242425	99	33
89752	Dpe16:21834819	Ubiq-High	Intron	1.0	0.9696969696969696	98	33
89753	Dpe16:21834879	Neural	Intron	0.22641509433962265	0.0625	53	16
89759	Dpe16:21921719	Neural	Rec	0.5759517062954294	0.0628763051596677	8117	13121
89812	Dpe16:22445877	Neural	3'	0.5711402623612513	0.08388814913448735	1982	751
89814	Dpe16:22445881	Neural	3'	0.35036496350364965	0.012605042016806723	1918	714
89846	Dpe16:23175552	Ubiq-Low	Rec	0.030303030303030307	0.016286644951140062	33	614
89853	Dpe16:23657845	Ubiq-High	Rec	1.0	1.0	589	1456
89862	Dpe16:23973143	Ubiq-Low	Intron	0.03053435114503817	0.016666666666666666	131	120
89864	Dpe16:23973198	Neural	Intron	0.4803921568627451	0.2323232323232323	102	99
89866	Dpe16:23973205	Neural	Intron	0.2376237623762376	0.06	101	100
89900	Dpe16:24419677	Neural	Rec	0.5589816571790006	0.017521090201168068	6324	3082
89920	Dpe16:24431251	Neural	Rec	0.8110201695410698	0.03598538093899353	6842	3557
89931	Dpe16:24434263	Neural	Rec	0.42898364860532223	0.012920673076923076	6238	3328
90005	Dpe16:24462244	Neural	Rec	0.5742277860933461	0.013450937155457551	7349	4535
90149	Dpe16:24466894	Neural	3'	0.3752684323550465	0.012155212716222536	5588	2139
90166	Dpe16:24467113	Neural	3'	0.7955164466792374	0.05991657186196436	4773	2637
90168	Dpe16:24467129	Neural	3'	0.647101846772719	0.012982576016399044	5469	2927
90206	Dpe16:24468045	Neural	3'	0.8222084878450763	0.04906542056074766	4854	2140
90295	Dpe16:24742138	Neural	3'	0.10332749562171628	0.0103359173126615	571	387
90306	Dpe16:24742458	Neural	Rec	0.28165137614678903	0.06568364611260054	1090	746
90308	Dpe16:24742462	Neural	Rec	0.09464285714285714	0.030263157894736843	1120	760
90332	Dpe16:25130564	Neural	3'	0.3333333333333333	0.0875	63	80
90334	Dpe16:25130809	Ubiq-High	3'	0.7037037037037037	0.7380952380952381	54	42
90345	Dpe16:25144150	Neural	Syn	0.7107396149949341	0.015991471215351813	1974	1876
90360	Dpe16:25213014	Neural	3'	0.21428571428571427	0.027210884353741496	112	735
90361	Dpe16:25213017	Ubiq-Low	3'	0.012698412698412698	0.013720742534301856	315	1239
90365	Dpe16:25213098	Neural	3'	0.3694968553459119	0.01098454027664768	636	2458
90371	Dpe16:25213158	Ubiq-Low	3'	0.032338308457711434	0.01933873986275733	1206	3206
90379	Dpe16:25213269	Neural	3'	0.10534780860474467	0.018447964708241428	2487	4987
90402	Dpe16:25213767	Neural	Intron	0.5056689342403629	0.012037037037037035	1323	3240
90411	Dpe16:25213889	Ubiq-Low	Intron	0.03125	0.03571428571428571	64	168
90418	Dpe16:25213922	Neural	Intron	0.1437908496732026	0.04573340769659788	612	1793
90419	Dpe16:25213932	Neural	Intron	0.10338983050847456	0.019358407079646017	590	1808
90422	Dpe16:25213947	Ubiq-Med	Intron	0.07128309572301425	0.12082262210796915	491	1556
90437	Dpe16:25214427	Ubiq-Low	Intron	0.011472275334608031	0.015282392026578075	523	1505
90442	Dpe16:25214455	Ubiq-Low	Intron	0.019960079840319358	0.012101910828025478	501	1570
90457	Dpe16:25215032	Neural	Intron	0.6729788783685361	0.04965430546825896	1373	3182
90540	Dpe16:27082308	Ubiq-Low	3'	0.02548625083836352	0.02104887620406707	2982	2803
90575	Dpe16:27339716	Ubiq-Low	3'	0.030303030303030307	0.044609665427509285	330	269
90579	Dpe16:27340146	Neural	3'	0.5163287086446104	0.052469925774251344	4685	3907
90580	Dpe16:27340147	Neural	3'	0.5442931937172775	0.07848908511160167	4775	4077
90583	Dpe16:27340359	Neural	3'	0.10655571341587172	0.018821803959912	4927	4091
90585	Dpe16:27340369	Neural	3'	0.2914346895074946	0.015338194619059591	4670	3977
90588	Dpe16:27340383	Ubiq-Low	3'	0.012593538966964777	0.012205567451820129	5479	4670
90589	Dpe16:27340384	Ubiq-Low	3'	0.014252209994587768	0.015413851351351354	5543	4736
90598	Dpe16:27340453	Ubiq-Med	3'	0.15036162923486868	0.11339323919554985	5254	4674
90605	Dpe16:27340501	Ubiq-Low	3'	0.017640006850488096	0.013257575757575758	5839	4752
90617	Dpe16:27340575	Ubiq-Low	3'	0.022933424610645216	0.02433993399339934	5843	4848
90618	Dpe16:27340577	Ubiq-Low	3'	0.04007600621869062	0.017605633802816902	5789	4828
90629	Dpe16:27340644	Ubiq-Low	3'	0.01145246318851118	0.010061242344706912	5501	4572
90637	Dpe16:27340742	Neural	3'	0.15884115884115885	0.027600849256900213	5005	4239
90638	Dpe16:27340754	Neural	3'	0.12321608040201006	0.011033821060206284	4975	4169
90665	Dpe16:27341656	Ubiq-Low	3'	0.025021570319240724	0.011560693641618495	5795	7785
90695	Dpe16:27350360	Neural	Rec	0.8483700798052212	0.028687337003767025	7393	10353
90699	Dpe16:27350373	Neural	Syn	0.679932735426009	0.011695906432748536	7136	10260
90721	Dpe16:27779537	Neural	Rec	0.5348837209302325	0.021428571428571432	172	280
90791	Dpe16:29289957	Ubiq-Med	Intron	0.19375	0.14285714285714285	160	28
90792	Dpe16:29289965	Ubiq-Med	Intron	0.14906832298136646	0.12903225806451613	161	31
90793	Dpe16:29290382	Ubiq-Med	Intron	0.12987012987012986	0.16666666666666666	77	24
90794	Dpe16:29290401	Ubiq-Med	Intron	0.15463917525773194	0.10344827586206896	97	29
90795	Dpe16:29290426	Neural	Intron	0.21367521367521367	0.12121212121212123	117	33
90797	Dpe16:29290436	Neural	Intron	0.08571428571428573	0.05128205128205128	140	39
90799	Dpe16:29290506	Ubiq-Med	Intron	0.060109289617486336	0.05	183	60
90800	Dpe16:29290517	Ubiq-Med	Intron	0.041916167664670656	0.06382978723404255	167	47
90801	Dpe16:29290519	Ubiq-Med	Intron	0.03508771929824561	0.08	171	50
90802	Dpe16:29290520	Ubiq-Med	Intron	0.14792899408284024	0.16	169	50
90803	Dpe16:29290521	Ubiq-Med	Intron	0.1124260355029586	0.10638297872340426	169	47
90804	Dpe16:29291062	Neural	Intron	0.1111111111111111	0.05555555555555555	81	18
90806	Dpe16:29291332	Ubiq-Med	Intron	0.2773109243697479	0.2777777777777778	119	36
90808	Dpe16:29291467	Ubiq-Med	Intron	0.09302325581395347	0.125	86	16
90809	Dpe16:29291660	Neural	Intron	0.07058823529411765	0.045454545454545456	85	22
90810	Dpe16:29291668	Ubiq-Med	Intron	0.08	0.10526315789473684	75	19
90811	Dpe16:29292104	Ubiq-Med	Intron	0.1176470588235294	0.1111111111111111	136	36
90812	Dpe16:29292115	Ubiq-Med	Intron	0.03759398496240601	0.0625	133	32
90813	Dpe16:29292134	Ubiq-Med	Intron	0.12244897959183673	0.1153846153846154	98	26
90814	Dpe16:29292143	Ubiq-High	Intron	0.8414634146341463	0.925925925925926	82	27
90815	Dpe16:29292147	Neural	Intron	0.5	0.28	72	25
90817	Dpe16:29292385	Ubiq-Med	Intron	0.19642857142857145	0.2222222222222222	112	27
90818	Dpe16:29292838	Ubiq-Med	Intron	0.3108108108108108	0.38461538461538464	74	13
90819	Dpe16:29292968	Neural	Intron	0.2903225806451613	0.047619047619047616	62	21
90820	Dpe16:29292983	Ubiq-Med	Intron	0.3382352941176471	0.25	68	24
90822	Dpe16:29292994	Ubiq-Med	Intron	0.06329113924050632	0.1	79	20
90823	Dpe16:29293261	Neural	Intron	0.3939393939393939	0.16666666666666666	33	12
90824	Dpe16:29293262	Neural	Intron	0.1388888888888889	0.07692307692307693	36	13
90825	Dpe16:29293986	Ubiq-Med	Intron	0.10759493670886076	0.10526315789473684	158	38
90826	Dpe16:29294000	Ubiq-Med	Intron	0.058510638297872335	0.04166666666666666	188	48
90827	Dpe16:29294091	Neural	Intron	0.05625	0.020618556701030927	320	97
90828	Dpe16:29294092	Ubiq-Low	Intron	0.024844720496894408	0.030612244897959183	322	98
90829	Dpe16:29294098	Ubiq-Low	Intron	0.035830618892508145	0.010752688172043013	307	93
90830	Dpe16:29294186	Ubiq-Low	Intron	0.02887139107611548	0.029126213592233014	381	103
90831	Dpe16:29294203	Ubiq-Med	Intron	0.2487437185929648	0.16666666666666666	398	108
90833	Dpe16:29294305	Neural	Intron	0.07216494845360824	0.03614457831325301	291	83
90834	Dpe16:29294306	Ubiq-Med	Intron	0.2352941176470588	0.2073170731707317	289	82
90835	Dpe16:29294315	Ubiq-Med	Intron	0.2534246575342466	0.17721518987341772	292	79
90837	Dpe16:29294368	Ubiq-Med	Intron	0.25	0.21428571428571427	76	28
90866	Dpe16:29317625	Neural	3'	0.11178247734138973	0.013313609467455622	993	676
90867	Dpe16:29317626	Neural	3'	0.5141129032258065	0.060693641618497114	992	692
90871	Dpe16:29317654	Neural	3'	0.243785084202085	0.011286681715575621	1247	886
90888	Dpe16:29330947	Neural	5'	0.3381642512077295	0.02259887005649717	207	177
90890	Dpe16:29330969	Ubiq-Med	5'	0.12322274881516587	0.08900523560209424	211	191
90898	Dpe16:29378622	Neural	Rec	0.9011857707509882	0.013574660633484163	253	221
90918	Dpe16:29601453	Neural	3'	0.15217391304347827	0.06936416184971098	46	173
90919	Dpe16:29601677	Neural	3'	0.24647887323943665	0.011574074074074072	142	432
90920	Dpe16:29602253	Neural	3'	0.12280701754385966	0.015463917525773196	57	194
90935	Dpe16:29644528	Neural	Intron	0.12980769230769232	0.04	208	25
90936	Dpe16:29644566	Neural	Intron	0.1828793774319066	0.10344827586206896	257	29
90937	Dpe16:29644571	Neural	Intron	0.07924528301886792	0.03333333333333333	265	30
90940	Dpe16:29644742	Neural	Intron	0.07848101265822785	0.0196078431372549	395	51
90941	Dpe16:29644752	Neural	Intron	0.547752808988764	0.1176470588235294	356	51
90942	Dpe16:29644764	Ubiq-Med	Intron	0.05955334987593053	0.0847457627118644	403	59
90943	Dpe16:29644765	Neural	Intron	0.10776942355889724	0.01694915254237288	399	59
90944	Dpe16:29668146	Neural	Rec	0.649867374005305	0.012711864406779662	754	472
90960	Dpe16:29755220	Ubiq-Med	Intron	0.16666666666666666	0.3404255319148936	18	47
90970	Dpe16:29795310	Neural	Intron	0.5289256198347108	0.045454545454545456	242	22
90980	Dpe16:29797194	Ubiq-Med	Intron	0.05785123966942149	0.07142857142857142	121	14
90981	Dpe16:29797195	Ubiq-Med	Intron	0.06451612903225806	0.14285714285714285	124	14
90982	Dpe16:29797196	Neural	Intron	0.192	0.07142857142857142	125	14
90983	Dpe16:29797197	Ubiq-Med	Intron	0.064	0.06666666666666668	125	15
90998	Dpe16:30644156	Ubiq-Low	Rec	0.027359781121751026	0.037064492216456635	731	1349
90999	Dpe16:30654883	Ubiq-Low	Rec	0.013647642679900743	0.02087286527514232	806	1581
91005	Dpe16:30932397	Ubiq-Med	Syn	0.016666666666666666	0.05945945945945946	120	185
91006	Dpe16:30932400	Ubiq-Low	Syn	0.014285714285714284	0.03980099502487562	140	201
91007	Dpe16:30932456	Ubiq-Low	Rec	0.02100840336134454	0.015197568389057753	238	329
91028	Dpe16:31084192	Neural	3'	0.4322033898305085	0.03805496828752643	708	946
91034	Dpe16:31084232	Neural	3'	0.28940568475452194	0.02192066805845512	774	958
91039	Dpe16:31084989	Neural	3'	0.4051222351571595	0.013259668508287293	859	905
91043	Dpe16:31085037	Neural	3'	0.5085324232081911	0.044349070100143065	586	699
91056	Dpe16:31405529	Neural	3'	0.09826589595375723	0.021381578947368418	346	608
91060	Dpe16:31405543	Neural	3'	0.10443037974683543	0.017793594306049824	316	562
91061	Dpe16:31405545	Neural	3'	0.3730407523510972	0.10178571428571427	319	560
91062	Dpe16:31405552	Ubiq-Low	3'	0.027439024390243903	0.0140597539543058	328	569
91063	Dpe16:31405806	Neural	3'	0.2841225626740947	0.021630615640599003	359	601
91065	Dpe16:31405821	Neural	3'	0.3835227272727273	0.05396290050590219	352	593
91092	Dpe16:31498028	Neural	3'	0.47402597402597396	0.019927536231884056	1540	552
91093	Dpe16:31498032	Neural	3'	0.3811344805608668	0.02054794520547945	1569	584
91114	Dpe16:31498901	Ubiq-Low	3'	0.04610951008645533	0.015915119363395226	694	377
91116	Dpe16:31498905	Neural	3'	0.101644245142003	0.02185792349726776	669	366
91117	Dpe16:31498907	Neural	3'	0.1130690161527166	0.021333333333333333	681	375
91118	Dpe16:31498909	Neural	3'	0.07624633431085044	0.024590163934426233	682	366
91119	Dpe16:31498911	Neural	3'	0.0631424375917768	0.02197802197802198	681	364
91120	Dpe16:31498913	Neural	3'	0.07445255474452554	0.02956989247311828	685	372
91121	Dpe16:31498915	Neural	3'	0.06259314456035768	0.027855153203342614	671	359
91122	Dpe16:31498917	Ubiq-Med	3'	0.420774647887324	0.3333333333333333	568	285
91123	Dpe16:31498925	Ubiq-Low	3'	0.041116005873715125	0.038461538461538464	681	338
91124	Dpe16:31498927	Ubiq-Low	3'	0.01404494382022472	0.025714285714285717	712	350
91125	Dpe16:31498929	Ubiq-Low	3'	0.03580901856763926	0.03661971830985916	754	355
91126	Dpe16:31498931	Ubiq-Med	3'	0.03800786369593709	0.07647058823529412	763	340
91127	Dpe16:31498933	Ubiq-Low	3'	0.04409857328145266	0.04437869822485207	771	338
91128	Dpe16:31498935	Ubiq-Med	3'	0.07013301088270857	0.06983240223463688	827	358
91129	Dpe16:31498937	Ubiq-Med	3'	0.12758996728462374	0.2560646900269542	917	371
91130	Dpe16:31498939	Ubiq-Med	3'	0.08170391061452514	0.08597285067873303	1432	663
91132	Dpe16:31498950	Neural	3'	0.27226246271836385	0.1348221670802316	2347	1209
91133	Dpe16:31498951	Neural	3'	0.2212656048213517	0.027777777777777776	2323	1188
91134	Dpe16:31498952	Neural	3'	0.13700384122919335	0.03858784893267652	2343	1218
91135	Dpe16:31498955	Neural	3'	0.107008289374529	0.02247191011235955	2654	1335
91154	Dpe16:31499191	Neural	3'	0.6114265436479773	0.01286654697785757	5636	3342
91161	Dpe16:31499275	Neural	3'	0.18650559811431935	0.02442671984047856	3394	2006
91162	Dpe16:31499283	Neural	3'	0.4221260815822003	0.20161697827185449	3236	1979
91163	Dpe16:31499290	Neural	3'	0.15695067264573992	0.0517051705170517	2676	1818
91164	Dpe16:31499291	Neural	3'	0.5388972809667674	0.23555555555555555	2648	1800
91165	Dpe16:31499294	Ubiq-Med	3'	0.161980198019802	0.1557134399052694	2525	1689
91166	Dpe16:31499321	Ubiq-Med	3'	0.0640096618357488	0.0545876887340302	828	861
91167	Dpe16:31499322	Ubiq-Med	3'	0.0973111395646607	0.06862745098039216	781	816
91168	Dpe16:31499324	Ubiq-Low	3'	0.03333333333333333	0.0234192037470726	810	854
91169	Dpe16:31499326	Neural	3'	0.147239263803681	0.040229885057471264	815	870
91179	Dpe16:31499350	Neural	3'	0.1016949152542373	0.02488479262672811	1593	1085
91230	Dpe16:31645714	Ubiq-Low	3'	0.01047729918509895	0.011317469529889728	859	3446
91232	Dpe16:31645726	Neural	3'	0.19794050343249428	0.06260623229461756	874	3530
91234	Dpe16:31645813	Ubiq-Med	3'	0.2128463476070529	0.14276485788113694	794	3096
91235	Dpe16:31645814	Ubiq-Low	3'	0.02295918367346939	0.01065547303842428	784	3097
91279	Dpe16:32168097	Ubiq-Med	Intron	0.18181818181818185	0.18181818181818185	11	22
91303	Dpe16:32173099	Neural	Rec	0.5992691839220463	0.014965986394557824	1642	1470
91334	Dpe16:32193289	Ubiq-High	Intron	0.75	0.631578947368421	64	38
91335	Dpe16:32193302	Ubiq-Med	Intron	0.21621621621621626	0.1851851851851852	37	27
91336	Dpe16:32193664	Ubiq-Low	Intron	0.03448275862068965	0.02083333333333333	232	96
91337	Dpe16:32193733	Neural	Intron	0.08633093525179858	0.05	139	60
91338	Dpe16:32193735	Neural	Intron	0.0851063829787234	0.03225806451612903	141	62
91339	Dpe16:32194668	Neural	Intron	0.21428571428571427	0.08333333333333333	28	12
91341	Dpe16:32194696	Ubiq-Med	Intron	0.1176470588235294	0.15384615384615385	34	13
91389	Dpe16:32356795	Ubiq-Med	5'	0.060109289617486336	0.06626506024096386	183	498
91403	Dpe16:32386931	Neural	3'	0.2368421052631579	0.01834862385321101	38	109
91414	Dpe16:32388833	Neural	3'	0.2127659574468085	0.07692307692307693	47	26
91417	Dpe16:43678167	Neural	Rec	0.057364341085271324	0.016129032258064516	645	62
91419	Dpe16:43678198	Neural	Rec	0.8028747433264887	0.05555555555555555	487	54
91424	Dpe16:43678521	Ubiq-Low	Rec	0.04853128991060025	0.02564102564102564	783	78
91425	Dpe16:43678619	Ubiq-Med	Syn	0.23923444976076555	0.2711864406779661	627	59
91426	Dpe16:43678625	Ubiq-Med	Syn	0.037993920972644375	0.0625	658	64
91427	Dpe16:43678631	Ubiq-High	Rec	1.0	1.0	644	67
91428	Dpe16:43678676	Ubiq-High	Rec	0.9814020028612304	0.9206349206349206	699	63
91432	Dpe16:44257559	Ubiq-Med	3'	0.08620689655172414	0.10485701316386746	58	2203
91444	Dpe16:46582484	Ubiq-Med	Syn	0.058206106870229014	0.06883116883116883	1048	1540
91459	Dpe16:46600540	Ubiq-Med	3'	0.0576271186440678	0.04517453798767968	295	487
91460	Dpe16:46600700	Neural	3'	0.05268595041322314	0.01589242053789731	968	1636
91461	Dpe16:46600701	Ubiq-Low	3'	0.019853709508881923	0.012353304508956144	957	1619
91463	Dpe16:46600706	Ubiq-Low	3'	0.015086206896551725	0.020658489347966432	928	1549
91465	Dpe16:46600715	Ubiq-Med	3'	0.09447852760736196	0.06779661016949153	815	1357
91466	Dpe16:46600716	Neural	3'	0.4119804400977995	0.22444444444444445	818	1350
91467	Dpe16:46600717	Ubiq-Med	3'	0.12745098039215685	0.17708333333333334	816	1344
91470	Dpe16:46600751	Ubiq-Low	3'	0.02264808362369338	0.01820250284414107	574	879
91471	Dpe16:46600752	Ubiq-Med	3'	0.05360443622920517	0.09518072289156626	541	830
91472	Dpe16:46600753	Ubiq-Low	3'	0.016885553470919325	0.030084235860409144	533	831
91474	Dpe16:46600757	Ubiq-Low	3'	0.021739130434782608	0.023809523809523808	414	546
91475	Dpe16:46600765	Ubiq-Med	3'	0.2478632478632479	0.3699186991869919	234	246
91476	Dpe16:46600766	Ubiq-Med	3'	0.0944206008583691	0.1910569105691057	233	246
91477	Dpe16:46600771	Ubiq-Med	3'	0.10572687224669604	0.07916666666666666	227	240
91478	Dpe16:46600775	Ubiq-Med	3'	0.4488888888888889	0.5256410256410257	225	234
91479	Dpe16:46600776	Ubiq-Med	3'	0.04444444444444445	0.1459227467811159	225	233
91481	Dpe16:46600780	Ubiq-Med	3'	0.1	0.1222707423580786	210	229
91482	Dpe16:46600781	Ubiq-Med	3'	0.1875	0.1688888888888889	208	225
91483	Dpe16:46600787	Ubiq-Med	3'	0.10362694300518134	0.09433962264150944	193	212
91493	Dpe16:49467130	Neural	Rec	0.3911111111111111	0.01717791411042945	1125	815
91496	Dpe16:49467168	Neural	Syn	0.5728689275893676	0.02378255945639864	1091	883
91499	Dpe16:49467511	Neural	Rec	0.7699406723796968	0.15993665874901028	1517	1263
91507	Dpe16:49468480	Neural	Rec	0.4800431499460626	0.014251781472684088	927	842
91509	Dpe16:49469065	Neural	Rec	0.6565557729941291	0.019675925925925927	1022	864
91517	Dpe16:49469527	Neural	Rec	0.6619483763530392	0.011389521640091115	1201	878
91536	Dpe16:49470923	Neural	Rec	0.5443234836702955	0.03319502074688797	643	482
91543	Dpe16:49989034	Ubiq-Low	Intron	0.034013605442176874	0.022727272727272728	147	88
91545	Dpe16:56207652	Neural	Rec	0.6739130434782609	0.07142857142857142	184	196
91620	Dpe16:56876030	Ubiq-Low	3'	0.012345679012345678	0.016602102933038185	81	1807
91621	Dpe16:56876032	Ubiq-Med	3'	0.099009900990099	0.1098989898989899	101	2475
91622	Dpe16:56876036	Ubiq-Med	3'	0.19298245614035087	0.15802919708029198	114	2740
91623	Dpe16:56876039	Ubiq-High	3'	0.6	0.6202838352371063	125	2889
91624	Dpe16:56876044	Ubiq-Low	3'	0.018072289156626502	0.028355957767722473	166	3315
91625	Dpe16:56876045	Ubiq-Med	3'	0.18012422360248448	0.2494746322425698	161	3331
91626	Dpe16:56876046	Ubiq-Low	3'	0.042424242424242434	0.04326480515495551	165	3259
91629	Dpe16:56876172	Ubiq-Low	3'	0.04048582995951417	0.020680579056213573	494	5319
91630	Dpe16:56876236	Ubiq-Low	3'	0.01092896174863388	0.010282021151586369	366	3404
91632	Dpe16:56876243	Ubiq-Low	3'	0.024258760107816708	0.02315227070347284	371	3369
91634	Dpe16:56876251	Ubiq-Med	3'	0.2724458204334365	0.3272033310201249	323	2882
91635	Dpe16:56876253	Ubiq-Med	3'	0.13183279742765272	0.18137425880711544	311	2867
91637	Dpe16:56928044	Neural	3'	0.1824480369515012	0.014705882352941175	433	340
91638	Dpe16:56928045	Neural	3'	0.17579908675799086	0.05444126074498568	438	349
91639	Dpe16:56928050	Ubiq-Low	3'	0.014423076923076926	0.01183431952662722	416	338
91642	Dpe16:56928235	Neural	3'	0.31683168316831684	0.05278592375366569	505	341
91646	Dpe16:57141814	Ubiq-Med	Syn	0.13380281690140844	0.15401419989077006	284	1831
91709	Dpe16:57248085	Neural	3'	0.275	0.02631578947368421	160	38
91710	Dpe16:57248101	Ubiq-Med	3'	0.01440922190201729	0.08333333333333333	347	72
91719	Dpe16:57260022	Ubiq-Low	Intron	0.016361886429258902	0.013303769401330377	1039	451
91721	Dpe16:57260092	Neural	3'	0.3452914798206278	0.019144144144144143	2007	888
91732	Dpe16:57265003	Neural	Rec	0.8546617915904936	0.05441176470588235	1094	680
91759	Dpe16:57312516	Neural	Rec	0.5182926829268293	0.01345291479820628	328	223
91760	Dpe16:57312525	Neural	Rec	0.5726256983240223	0.1276595744680851	358	235
91762	Dpe16:57312561	Ubiq-Med	Rec	0.09264305177111716	0.07692307692307693	367	234
91763	Dpe16:57312562	Neural	Syn	0.3396739130434783	0.04782608695652174	368	230
91774	Dpe16:57354817	Neural	Rec	0.6729957805907173	0.028391167192429026	474	317
91779	Dpe16:57359291	Neural	Rec	0.14367816091954022	0.014778325123152709	348	203
91782	Dpe16:57509990	Neural	Rec	0.8838862559241706	0.39520958083832336	422	334
91783	Dpe16:57509993	Neural	Rec	0.8669833729216152	0.21856287425149698	421	334
91784	Dpe16:57630558	Neural	3'	0.5615384615384615	0.04529616724738676	130	287
91785	Dpe16:57630574	Neural	3'	0.3416149068322981	0.06306306306306306	161	333
91786	Dpe16:57630575	Neural	3'	0.6111111111111112	0.3323353293413174	162	334
91787	Dpe16:57630581	Ubiq-Med	3'	0.4428571428571429	0.29863013698630136	210	365
91788	Dpe16:57630588	Ubiq-Low	3'	0.023474178403755867	0.01366120218579235	213	366
91794	Dpe16:57630817	Neural	3'	0.4098360655737705	0.16387959866220736	122	299
91795	Dpe16:57630818	Ubiq-Low	3'	0.04838709677419355	0.02693602693602693	124	297
91796	Dpe16:57630819	Neural	3'	0.3333333333333333	0.22033898305084745	123	295
91797	Dpe16:57630828	Ubiq-Med	3'	0.18095238095238092	0.17110266159695814	105	263
91798	Dpe16:57630844	Neural	3'	0.6727272727272727	0.16483516483516486	55	182
91799	Dpe16:57630845	Neural	3'	0.3035714285714285	0.027932960893854747	56	179
91800	Dpe16:57631112	Neural	3'	0.05263157894736842	0.012704174228675136	399	551
91805	Dpe16:57631827	Neural	Rec	0.4882075471698113	0.013937282229965157	424	574
91812	Dpe16:58451915	Neural	Rec	0.13063763608087092	0.03333333333333333	643	30
91816	Dpe16:58524125	Neural	Rec	0.376865671641791	0.05882352941176471	536	17
91830	Dpe16:59502741	Ubiq-Low	Rec	0.032	0.01818181818181818	625	55
91851	Dpe16:59973538	Ubiq-Med	Syn	0.10029498525073746	0.0930442637759711	678	1107
91866	Dpe16:60979270	Neural	Intron	0.1	0.05146036161335188	10	719
91894	Dpe16:63482457	Neural	Rec	0.2733421910858799	0.05820895522388059	8279	670
91898	Dpe16:63533379	Neural	3'	0.18791946308724836	0.012875536480686695	149	233
91901	Dpe16:63649751	Neural	Rec	0.15328467153284672	0.03296703296703297	274	728
91911	Dpe16:63670279	Neural	Rec	0.4011299435028249	0.0137524557956778	177	509
92015	Dpe16:65400760	Neural	Rec	0.584	0.033057851239669415	125	242
92023	Dpe16:65716713	Neural	Rec	0.16568047337278108	0.017543859649122806	1183	57
92042	Dpe16:66306403	Ubiq-Low	Intron	0.03875968992248062	0.021052631578947368	129	285
92043	Dpe16:66306405	Ubiq-Low	Intron	0.046875	0.027874564459930317	128	287
92044	Dpe16:66306406	Ubiq-Med	Intron	0.07692307692307693	0.05614035087719298	130	285
92045	Dpe16:66307209	Ubiq-Med	Intron	0.11627906976744184	0.17600000000000002	43	125
92046	Dpe16:66307257	Neural	Intron	0.13793103448275862	0.06741573033707865	29	89
92047	Dpe16:66307269	Ubiq-Med	Intron	0.060606060606060615	0.05660377358490566	33	106
92048	Dpe16:66307278	Ubiq-Med	Intron	0.21568627450980396	0.25925925925925924	51	162
92049	Dpe16:66307281	Ubiq-Med	Intron	0.20833333333333331	0.3976608187134503	48	171
92050	Dpe16:66307285	Neural	Intron	0.1153846153846154	0.05729166666666665	52	192
92051	Dpe16:66307286	Neural	Intron	0.1346153846153846	0.010309278350515464	52	194
92052	Dpe16:66307290	Neural	Intron	0.05660377358490566	0.024630541871921183	53	203
92053	Dpe16:66307298	Neural	Intron	0.1206896551724138	0.029556650246305417	58	203
92054	Dpe16:66307319	Neural	Intron	0.2413793103448276	0.03365384615384615	58	208
92056	Dpe16:66308118	Neural	Intron	0.12121212121212123	0.013513513513513514	66	148
92057	Dpe16:66308131	Ubiq-High	Intron	0.6981132075471698	0.5725806451612904	53	124
92058	Dpe16:66308139	Ubiq-Med	Intron	0.14285714285714285	0.1375	28	80
92059	Dpe16:66308208	Neural	Intron	0.16666666666666666	0.09722222222222222	24	72
